Borough,ParkorPlayground,Date,SportsPlayed,KIMorSSE,Attendance,Cancellation
Staten Island,DeMatti Park Fieldhouse,07/02/2022 10:00:00 AM,,K.I.M,122,
Queens,Phil Scooter Rizzuto Park,07/08/2022 06:00:00 PM,,K.I.M,55,
Queens,Bowne Playground,07/28/2022 10:18:00 AM,,K.I.M,54,
Queens,Horace Harding Playground,09/16/2022 05:22:00 PM,,K.I.M,76,
Manhattan,J. Hood Wright Park,04/20/2022 06:00:00 PM,,K.I.M,50,
Bronx,Williamsbridge Oval Recreation Center,07/06/2023 11:30:00 AM,Baseball,S.S.E,10,
Staten Island,Rev. Dr. Maggie Howard Playground,09/13/2023 10:00:00 AM,,K.I.M,40,
Manhattan,McKinley Park,09/07/2022 06:00:00 PM,,K.I.M,120,
Manhattan,Mathews-Palmer Playground,06/28/2023 06:00:00 PM,,K.I.M,357,
Staten Island,The Big Park,06/09/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Queens,Springfield Park,07/19/2022 10:10:00 AM,Various Sports,S.S.E,30,
Queens,Horace Harding Playground,09/09/2022 03:37:00 PM,Various Sports,S.S.E,0,Detailed to Event
Queens,Helen Marshall Playground,09/22/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Bronx,Loreto Playground,07/27/2024 11:26:00 AM,,K.I.M,150,
Queens,Bayswater Park,05/02/2024 06:00:00 PM,,K.I.M,15,
Queens,Juniper Valley Park,08/05/2022 05:00:00 PM,,K.I.M,0,Called Out
Staten Island,DeMatti Park Fieldhouse,06/12/2024 10:00:00 AM,,K.I.M,280,
Queens,Yellowstone Park,08/30/2023 06:00:00 PM,,K.I.M,153,
Staten Island,Faber Park Recreation Center,08/11/2022 10:00:00 AM,,K.I.M,30,
Bronx,Slattery Playground,07/09/2024 11:26:00 AM,,K.I.M,46,
Staten Island,Rev. Dr. Maggie Howard Playground,08/20/2024 10:00:00 AM,,K.I.M,80,Bad Weather
Brooklyn,Sternberg Park,08/13/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,Carmansville Playground,08/27/2024 01:44:00 PM,,K.I.M,78,
Staten Island,Austin J. McDonald Playground,08/10/2022 10:00:00 AM,,K.I.M,112,
Manhattan,Happy Warrior Playground,10/05/2023 06:00:00 PM,,K.I.M,0,No Attendance
Brooklyn,Hamilton Metz Field,09/03/2024 10:00:00 AM,,K.I.M,15,
Queens,Astoria Heights Playground,06/02/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Seward Park,07/03/2024 02:20:00 PM,,K.I.M,339,
Manhattan,Seward Park,07/27/2022 06:00:00 PM,,K.I.M,310,
Queens,Phil Scooter Rizzuto Park,10/14/2023 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Helen Marshall Playground,07/01/2022 06:00:00 PM,,K.I.M,6,
Queens,Park of the Americas,09/30/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Martin Luther King Plgd,06/29/2023 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Happy Warrior Playground,05/25/2022 06:00:00 PM,,K.I.M,100,
Brooklyn,Fort Greene Park,08/31/2023 10:00:00 AM,,K.I.M,30,
Queens,Highland Park,07/19/2024 06:00:00 PM,,K.I.M,33,
Bronx,Lozada Playground,08/11/2022 06:00:00 PM,,K.I.M,20,
Brooklyn,Brower Park,05/30/2023 10:00:00 AM,,K.I.M,100,
Staten Island,The Big Park,05/04/2024 10:00:00 AM,,K.I.M,40,
Staten Island,Arrochar Playground,06/23/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Brooklyn,John J Carty Park,08/15/2022 09:00:00 AM,Various Sports,S.S.E,45,
Queens,Grover Cleveland Playground,08/07/2024 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Seward Park,09/08/2022 06:00:00 PM,,K.I.M,300,
Queens,Bayswater Park,10/05/2024 06:00:00 PM,,K.I.M,45,
Queens,Bowne Park,09/06/2022 03:37:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Dyker Beach Park,06/10/2022 10:00:00 AM,,K.I.M,12,
Bronx,Slattery Playground,05/21/2022 06:00:00 PM,,K.I.M,35,
Manhattan,J. Hood Wright Park,09/02/2022 06:00:00 PM,,K.I.M,252,
Manhattan,Bloomingdale Playground,06/15/2024 09:46:00 AM,,K.I.M,138,
Queens,Bowne Playground,08/22/2023 06:00:00 PM,,K.I.M,97,
Queens,Bayswater Park,07/06/2024 06:00:00 PM,,K.I.M,30,
Brooklyn,Marion Hopkinson Playground,09/16/2023 10:00:00 AM,,K.I.M,17,
Manhattan,Sol Lain Plgd,09/15/2022 06:00:00 PM,,K.I.M,60,
Queens,Lawrence Virgililo Playground,06/11/2024 06:00:00 PM,,K.I.M,78,
Manhattan,Seward Park,09/01/2023 06:00:00 PM,,K.I.M,375,
Bronx,Al Quinones Playground,05/25/2022 06:00:00 PM,,K.I.M,125,
Queens,Flushing Meadows Corona Park,08/10/2022 06:00:00 PM,,K.I.M,51,
Queens,Horace Harding Playground,06/08/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Langston Hughes Playground,08/25/2023 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Brower Park,06/08/2023 10:00:00 AM,,K.I.M,,Bad Weather
Queens,Gorman Playground,09/17/2022 06:00:00 PM,,K.I.M,12,
Staten Island,DeMatti Park Fieldhouse,04/27/2023 10:00:00 AM,,K.I.M,56,
Bronx,Al Quinones Playground,09/13/2023 10:00:00 AM,,K.I.M,130,
Brooklyn,Rappaport Playground,07/18/2022 10:00:00 AM,,K.I.M,150,
Bronx,Walter Gladwin Park,07/14/2023 10:00:00 AM,,K.I.M,8,
Queens,Helen Marshall Playground,05/25/2023 06:00:00 PM,,K.I.M,67,
Brooklyn,Sternberg Park,08/20/2022 10:00:00 AM,,K.I.M,50,
Brooklyn,Dyker Beach Park,06/25/2022 10:00:00 AM,,K.I.M,35,
Manhattan,Carmansville Playground,08/09/2022 06:00:00 PM,,K.I.M,185,
Bronx,Crotona Park,07/09/2022 06:00:00 PM,,K.I.M,85,
Staten Island,Austin J. McDonald Playground Fieldhouse,09/13/2024 10:00:00 AM,,K.I.M,38,
Staten Island,DeMatti Park Fieldhouse,06/27/2024 10:00:00 AM,,K.I.M,279,
Manhattan,Happy Warrior Playground,08/29/2024 03:42:00 PM,,K.I.M,96,
Manhattan,Fort Tryon Park,09/05/2024 05:15:00 PM,,K.I.M,206,
Staten Island,Rev. Dr. Maggie Howard Playground,08/02/2022 10:00:00 AM,,K.I.M,67,
Manhattan,Mathews-Palmer Playground,06/30/2023 06:00:00 PM,,K.I.M,236,
Queens,Flushing Meadows Corona Park,07/14/2022 06:00:00 PM,,K.I.M,84,
Brooklyn,Century Playground,05/24/2023 10:00:00 AM,,K.I.M,50,
Brooklyn,Brower Park,06/14/2024 10:00:00 AM,,K.I.M,32,
Queens,Playground Sixty Two LXII,08/30/2023 06:00:00 PM,Various Sports,S.S.E,10,
Manhattan,Bloomingdale Playground,08/17/2024 05:01:00 PM,,K.I.M,10,
Bronx,Slattery Playground,07/30/2022 06:00:00 PM,,K.I.M,130,
Queens,Police Office Edward Byrne Park,07/06/2024 06:00:00 PM,,K.I.M,35,
Bronx,Hunts Point Playground,06/07/2022 06:00:00 PM,,K.I.M,100,
Manhattan,Langston Hughes Playground,08/20/2022 06:00:00 PM,,K.I.M,340,
Queens,Springfield Park,07/15/2023 06:00:00 PM,Various Sports,S.S.E,20,
Brooklyn,Carroll Park,09/04/2024 10:00:00 AM,,K.I.M,61,
Queens,Athens Square,07/09/2022 06:00:00 PM,,K.I.M,25,
Queens,Torsney Playground,07/31/2024 06:00:00 PM,,K.I.M,32,
Queens,Helen Marshall Playground,05/10/2024 06:00:00 PM,,K.I.M,25,
Staten Island,Austin J. McDonald Playground Fieldhouse,05/10/2024 10:00:00 AM,,K.I.M,10,
Queens,Harold Schneiderman Playground,07/29/2023 06:00:00 PM,,K.I.M,0,
Manhattan,Seward Park,07/21/2023 06:00:00 PM,,K.I.M,350,
Manhattan,Martin Luther King Plgd,08/11/2023 06:00:00 PM,,K.I.M,103,Bad Weather
Brooklyn,Brownsville Recreation Center,07/08/2024 12:00:00 PM,Various Sports,S.S.E,50,
Queens,Flushing Meadows Corona Park,08/25/2023 06:00:00 PM,,K.I.M,54,
Queens,Astoria Park,08/31/2022 10:24:00 AM,,K.I.M,95,
Bronx,Flynn Playground,05/27/2022 06:00:00 PM,,K.I.M,25,
Manhattan,St. Catherine's Park,08/05/2023 06:00:00 PM,,K.I.M,770,
Queens,Yellowstone Park,06/25/2024 06:00:00 PM,,K.I.M,0,Called Out
Queens,Gorman Playground,09/07/2022 06:00:00 PM,,K.I.M,12,
Brooklyn,Bedford Playground,07/22/2022 10:00:00 AM,,K.I.M,0,
Queens,Astoria Heights Playground,06/25/2024 06:00:00 PM,,K.I.M,275,
Bronx,Williamsbridge Oval Park,06/21/2024 04:00:00 PM,Soccer,S.S.E,17,
Queens,Astoria Park,06/11/2022 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Carmansville Playground,09/13/2023 06:00:00 PM,,K.I.M,24,
Brooklyn,Marion Hopkinson Playground,10/06/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Juniper Valley Park,07/13/2024 06:00:00 PM,,K.I.M,51,
Bronx,Crotona Park,08/04/2023 10:00:00 AM,,K.I.M,8,
Manhattan,Carmansville Playground,08/23/2023 06:00:00 PM,,K.I.M,210,
Brooklyn,Hamilton Metz Field,05/16/2024 10:00:00 AM,,K.I.M,0,Detailed to Event
Bronx,Flynn Playground,07/25/2024 11:26:00 AM,,K.I.M,43,
Brooklyn,Stroud Playground,08/10/2022 10:00:00 AM,,K.I.M,16,
Queens,Helen Marshall Playground,07/22/2022 05:00:00 PM,,K.I.M,26,
Bronx,Willis Playground,08/17/2023 10:00:00 AM,,K.I.M,44,
Brooklyn,Carroll Park,07/20/2023 10:00:00 AM,,K.I.M,68,
Manhattan,Columbus Park,06/14/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Bloomingdale Playground,09/19/2023 06:00:00 PM,,K.I.M,324,
Staten Island,Fairview Park,08/06/2024 10:30:00 AM,Various Sports,S.S.E,30,
Queens,Bayswater Park,05/25/2024 06:00:00 PM,,K.I.M,79,
Manhattan,Carmansville Playground,05/24/2022 09:59:00 AM,,K.I.M,110,
Manhattan,Martin Luther King Plgd,07/19/2024 10:04:00 AM,,K.I.M,98,
Manhattan,Columbus Park,07/19/2022 06:00:00 PM,,K.I.M,216,
Queens,Helen Marshall Playground,09/17/2024 06:00:00 PM,,K.I.M,87,
Staten Island,Walker Park,09/19/2024 04:00:00 PM,Flag Football,S.S.E,14,
Bronx,Flynn Playground,05/24/2022 06:00:00 PM,,K.I.M,50,
Staten Island,The Big Park,09/20/2023 10:00:00 AM,,K.I.M,26,
Brooklyn,Seth Low Playground/ Bealin Square,08/02/2022 10:00:00 AM,,K.I.M,111,
Bronx,St. Mary's Park,08/22/2023 10:00:00 AM,,K.I.M,395,
Brooklyn,Sternberg Park,07/19/2022 10:00:00 AM,,K.I.M,55,
Staten Island,Fairview Park,09/27/2024 10:45:00 AM,Various Sports,S.S.E,120,
Queens,Torsney Playground,06/23/2022 06:00:00 PM,,K.I.M,88,
Queens,Torsney Playground,09/02/2022 06:00:00 PM,,K.I.M,19,
Manhattan,Langston Hughes Playground,07/25/2024 01:51:00 PM,,K.I.M,73,
Manhattan,Seward Park,08/24/2024 05:32:00 PM,,K.I.M,303,
Queens,Corona Golf Playground,08/13/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Marion Hopkinson Playground,07/07/2023 10:00:00 AM,,K.I.M,60,
Bronx,Crotona Park,07/27/2024 11:26:00 AM,,K.I.M,20,
Staten Island,Faber Park Recreation Center,08/23/2024 08:26:00 AM,,K.I.M,10,
Manhattan,Carmansville Playground,06/09/2022 04:49:00 PM,,K.I.M,0,Detailed to Event
Queens,Hoover - Manton Playgrounds,09/19/2024 06:00:00 PM,,K.I.M,30,
Manhattan,Happy Warrior Playground,07/26/2022 06:00:00 PM,,K.I.M,202,
Manhattan,J. Hood Wright Park,09/14/2022 06:00:00 PM,,K.I.M,175,
Queens,Grover Cleveland Playground,08/26/2022 04:11:00 PM,,K.I.M,0,Called Out
Bronx,Poe Park,08/22/2023 10:00:00 AM,,K.I.M,50,
Manhattan,Langston Hughes Playground,09/10/2022 06:00:00 PM,,K.I.M,410,
Manhattan,Langston Hughes Playground,08/15/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Sternberg Park,05/02/2024 10:00:00 AM,,K.I.M,60,
Manhattan,Fort Tryon Park,07/23/2024 05:33:00 PM,,K.I.M,323,
Brooklyn,Brownsville Recreation Center,07/05/2024 12:00:00 PM,Various Sports,S.S.E,65,
Queens,London Planetree Playground,08/05/2022 05:00:00 PM,,K.I.M,33,
Manhattan,Samuel Seabury Playground,07/03/2024 08:54:00 AM,,K.I.M,230,
Queens,Torsney Playground,07/22/2023 06:00:00 PM,,K.I.M,75,
Queens,Helen Marshall Playground,07/27/2022 10:17:00 AM,,K.I.M,34,
Staten Island,Fairview Park,08/10/2024 10:30:00 AM,Various Sports,S.S.E,60,
Queens,Corona Golf Playground,07/28/2022 10:16:00 AM,,K.I.M,109,
Bronx,Slattery Playground,07/05/2024 11:26:00 AM,,K.I.M,60,
Bronx,Soundview Park,07/03/2024 11:26:00 AM,,K.I.M,75,
Brooklyn,John J Carty Park,08/04/2022 10:00:00 AM,,K.I.M,0,Called Out
Staten Island,DeMatti Park Fieldhouse,04/16/2024 10:00:00 AM,,K.I.M,280,
Manhattan,Sol Lain Plgd,07/30/2024 05:37:00 PM,,K.I.M,25,
Bronx,Walter Gladwin Park,09/19/2024 11:26:00 AM,,K.I.M,17,
Queens,Juniper Valley Park,07/25/2023 06:00:00 PM,,K.I.M,109,
Manhattan,McKinley Playground,09/27/2022 06:17:00 PM,,K.I.M,150,
Bronx,Al Quinones Playground,09/06/2024 11:26:00 AM,,K.I.M,13,
Brooklyn,Carroll Park,08/19/2022 10:00:00 AM,,K.I.M,20,
Queens,Juniper Valley Park,08/24/2022 06:00:00 PM,,K.I.M,30,
Queens,Phil Scooter Rizzuto Park,06/20/2024 06:00:00 PM,,K.I.M,73,
Bronx,Crotona Park,07/13/2022 06:00:00 PM,,K.I.M,80,
Manhattan,Raoul Wallenberg Playground,08/10/2024 08:01:00 PM,,K.I.M,74,
Brooklyn,Seth Low Playground/ Bealin Square,06/12/2024 10:00:00 AM,,K.I.M,44,
Manhattan,Sol Lain Plgd,08/20/2024 05:34:00 PM,,K.I.M,30,
Staten Island,DeMatti Park Fieldhouse,05/08/2024 10:00:00 AM,,K.I.M,190,
Staten Island,Lieutenant John H. Martinson Playground,08/19/2022 10:00:00 AM,,K.I.M,77,
Bronx,Slattery Playground,08/04/2022 10:00:00 AM,,K.I.M,0,Bad Weather
Brooklyn,Sternberg Park,06/11/2024 10:00:00 AM,,K.I.M,124,
Queens,Grover Cleveland Playground,07/22/2022 05:00:00 PM,,K.I.M,24,
Manhattan,Martin Luther King Plgd,08/05/2022 06:00:00 PM,,K.I.M,175,
Manhattan,McKinley Playground,08/24/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Torsney Playground,07/11/2024 06:00:00 PM,,K.I.M,65,
Bronx,Devoe Park,06/25/2024 11:26:00 AM,,K.I.M,110,
Brooklyn,Marion Hopkinson Playground,08/29/2023 10:00:00 AM,,K.I.M,40,
Manhattan,Happy Warrior Playground,07/13/2023 06:00:00 PM,,K.I.M,860,
Queens,Helen Marshall Playground,06/03/2023 06:00:00 PM,,K.I.M,200,
Queens,Flushing Meadows Corona Park,06/10/2023 06:00:00 PM,,K.I.M,120,
Queens,Juniper Valley Park,07/27/2024 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Happy Warrior Playground,07/08/2022 06:00:00 PM,,K.I.M,118,
Manhattan,Langston Hughes Playground,07/17/2024 10:13:00 AM,,K.I.M,70,
Bronx,Devoe Park,08/15/2024 11:26:00 AM,,K.I.M,190,
Bronx,Crotona Park,08/18/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Grover Cleveland Playground,07/29/2022 10:03:00 AM,,K.I.M,47,
Queens,Rockaway Beach and Boardwalk,09/12/2024 06:00:00 PM,,K.I.M,40,
Queens,Torsney Playground,09/12/2024 06:00:00 PM,,K.I.M,80,
Staten Island,Rev. Dr. Maggie Howard Playground,08/05/2022 10:00:00 AM,,K.I.M,100,
Queens,Rockaway Beach and Boardwalk,08/23/2023 06:00:00 PM,,K.I.M,30,
Queens,Astoria Heights Playground,05/28/2024 06:00:00 PM,,K.I.M,275,
Manhattan,Happy Warrior Playground,07/25/2023 06:00:00 PM,,K.I.M,120,Bad Weather
Staten Island,The Big Park,09/22/2023 10:00:00 AM,,K.I.M,41,
Queens,Gorman Playground,07/05/2022 06:00:00 PM,,K.I.M,8,
Manhattan,Fort Tryon Park,06/12/2024 10:49:00 AM,,K.I.M,310,
Queens,Bowne Park,09/21/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,St. James Park,08/08/2024 11:26:00 AM,,K.I.M,28,
Queens,Juniper Valley Park,07/26/2022 05:00:00 PM,,K.I.M,62,
Staten Island,Levy Playground,05/22/2024 10:00:00 AM,,K.I.M,10,
Bronx,Dawson Playground,06/07/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,London Planetree Playground,07/28/2023 06:00:00 PM,,K.I.M,43,
Manhattan,Martin Luther King Plgd,08/21/2024 05:46:00 PM,,K.I.M,31,
Manhattan,Langston Hughes Playground,09/08/2022 06:00:00 PM,,K.I.M,280,
Queens,London Planetree Playground,06/11/2022 06:00:00 PM,,K.I.M,66,
Staten Island,DeMatti Park Fieldhouse,07/05/2024 10:00:00 AM,,K.I.M,232,
Queens,Hoover - Manton Playgrounds,07/12/2024 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Marion Hopkinson Playground,08/09/2023 10:00:00 AM,,K.I.M,56,
Brooklyn,Sternberg Park,05/13/2023 10:00:00 AM,,K.I.M,95,
Queens,Athens Square,07/13/2022 06:00:00 PM,,K.I.M,61,
Bronx,Hunts Point Playground,08/02/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,Langston Hughes Playground,08/29/2024 05:30:00 PM,,K.I.M,60,
Queens,Astoria Heights Playground,09/27/2022 03:40:00 PM,,K.I.M,25,
Brooklyn,Marion Hopkinson Playground,07/26/2022 10:00:00 AM,,K.I.M,25,
Queens,Helen Marshall Playground,06/29/2023 06:00:00 PM,,K.I.M,70,
Queens,London Planetree Playground,08/09/2022 06:00:00 PM,,K.I.M,44,
Brooklyn,Carroll Park,09/03/2022 10:00:00 AM,,K.I.M,15,
Brooklyn,Brownsville Recreation Center,07/17/2024 12:00:00 PM,Various Sports,S.S.E,65,
Manhattan,Langston Hughes Playground,10/11/2023 06:00:00 PM,,K.I.M,86,
Queens,Torsney Playground,04/25/2023 06:00:00 PM,,K.I.M,62,
Queens,Helen Marshall Playground,08/25/2022 04:05:00 PM,,K.I.M,28,
Manhattan,Columbus Park,09/19/2023 06:00:00 PM,,K.I.M,0,Career Coaching
Manhattan,Carmansville Playground,07/21/2022 06:00:00 PM,,K.I.M,125,
Manhattan,Carmansville Playground,06/11/2022 06:00:00 PM,,K.I.M,125,
Queens,Flushing Meadows Corona Park,08/03/2023 06:00:00 PM,,K.I.M,85,
Brooklyn,Marion Hopkinson Playground,08/17/2022 10:00:00 AM,,K.I.M,5,
Staten Island,Austin J. McDonald Playground Fieldhouse,09/28/2024 10:00:00 AM,,K.I.M,23,
Bronx,St. Mary's Park,07/14/2023 10:00:00 AM,,K.I.M,90,
Queens,Juniper Valley Park,09/05/2024 06:00:00 PM,,K.I.M,54,
Brooklyn,John J Carty Park,08/19/2022 09:00:00 AM,Various Sports,S.S.E,27,
Queens,Corona Golf Playground,07/13/2022 06:00:00 PM,,K.I.M,90,
Brooklyn,Hamilton Metz Field,07/07/2022 10:00:00 AM,,K.I.M,40,
Manhattan,Carmansville Playground,09/07/2022 06:00:00 PM,,K.I.M,145,
Queens,Phil Scooter Rizzuto Park,07/27/2024 06:00:00 PM,,K.I.M,91,
Brooklyn,McCarren Park,08/26/2022 10:00:00 AM,,K.I.M,0,
Manhattan,Bloomingdale Playground,09/01/2023 06:00:00 PM,,K.I.M,0,No Attendance
Staten Island,DeMatti Park Fieldhouse,09/19/2024 10:00:00 AM,,K.I.M,59,
Manhattan,J. Hood Wright Park,06/23/2022 06:00:00 PM,,K.I.M,165,
Queens,Phil Scooter Rizzuto Park,08/01/2024 06:00:00 PM,,K.I.M,52,
Brooklyn,Russell Pedersen Playground,05/15/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Manhattan,Mathews-Palmer Playground,07/01/2023 06:00:00 PM,,K.I.M,120,
Queens,Hoover - Manton Playgrounds,08/24/2024 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Crotona Park,06/25/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Queensbridge Park,07/25/2023 06:00:00 PM,,K.I.M,15,
Queens,Horace Harding Playground,06/13/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,Greenbelt Recreation Center,11/02/2024 10:42:00 AM,Flag Football,S.S.E,7,
Bronx,Dawson Playground,08/11/2022 06:00:00 PM,,K.I.M,15,
Bronx,Dawson Playground,05/12/2022 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Maria Hernandez Park,07/31/2024 10:00:00 AM,,K.I.M,120,
Manhattan,J. Hood Wright Park,06/13/2024 10:44:00 AM,,K.I.M,378,
Bronx,Williamsbridge Oval Park,07/19/2024 03:00:00 PM,Tennis,S.S.E,9,
Brooklyn,Marion Hopkinson Playground,06/20/2023 10:00:00 AM,,K.I.M,48,
Brooklyn,Sternberg Park,05/07/2024 10:00:00 AM,,K.I.M,88,
Bronx,Clark Playground,08/26/2022 06:00:00 PM,,K.I.M,30,
Queens,Bayswater Park,05/04/2024 06:00:00 PM,,K.I.M,15,
Queens,Queensbridge Park,08/10/2022 06:00:00 PM,,K.I.M,2,
Queens,Springfield Park,07/12/2022 06:00:00 PM,Various Sports,S.S.E,55,
Staten Island,Fairview Park,05/18/2024 10:00:00 AM,Various Sports,S.S.E,77,
Brooklyn,Russell Pedersen Playground,05/31/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Brooklyn,Carroll Park,09/08/2022 10:00:00 AM,,K.I.M,18,
Brooklyn,Herbert Von King Park,09/16/2023 10:00:00 AM,,K.I.M,10,
Staten Island,Arrochar Playground,08/09/2024 03:37:00 PM,,K.I.M,6,
Queens,Astoria Park,08/12/2022 06:00:00 PM,,K.I.M,30,
Queens,Horace Harding Playground,09/27/2022 04:58:00 PM,Various Sports,S.S.E,110,
Bronx,Soundview Park,09/24/2024 11:26:00 AM,,K.I.M,27,
Queens,Bayswater Park,06/15/2023 06:00:00 PM,,K.I.M,0,
Brooklyn,Red Hook Park,08/09/2022 12:00:00 PM,,K.I.M,4,
Manhattan,Happy Warrior Playground,07/21/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Sternberg Park,08/15/2024 10:00:00 AM,,K.I.M,50,
Brooklyn,Marion Hopkinson Playground,10/12/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Brooklyn,Carroll Park,05/04/2024 10:00:00 AM,,K.I.M,38,
Manhattan,J. Hood Wright Park,07/23/2022 06:00:00 PM,,K.I.M,261,
Staten Island,Rev. Dr. Maggie Howard Playground,08/18/2022 10:00:00 AM,,K.I.M,180,
Queens,Torsney Playground,08/20/2024 06:00:00 PM,,K.I.M,80,
Queens,Bowne Park,07/09/2024 06:00:00 PM,,K.I.M,50,
Bronx,Slattery Playground,08/17/2024 11:26:00 AM,,K.I.M,7,
Queens,Astoria Heights Playground,08/29/2023 06:00:00 PM,,K.I.M,0,
Manhattan,Sol Lain Plgd,08/16/2024 05:20:00 PM,,K.I.M,20,
Queens,Corona Golf Playground,09/15/2022 05:22:00 PM,,K.I.M,76,
Manhattan,Seward Park,08/03/2023 06:00:00 PM,,K.I.M,320,
Brooklyn,Brower Park,08/17/2022 10:00:00 AM,,K.I.M,90,
Manhattan,Samuel Seabury Playground,10/03/2023 06:00:00 PM,,K.I.M,120,
Queens,Bowne Playground,06/21/2023 06:00:00 PM,,K.I.M,505,
Queens,Torsney Playground,06/14/2023 06:00:00 PM,,K.I.M,40,
Manhattan,Columbus Park,08/06/2022 06:00:00 PM,,K.I.M,191,
Queens,Redfern Playground,07/30/2024 06:00:00 PM,,K.I.M,16,
Queens,Juniper Valley Park,06/16/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Bowne Playground,06/29/2023 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Dyker Beach Park,07/12/2022 10:00:00 AM,,K.I.M,70,
Brooklyn,Carroll Park,08/08/2023 10:00:00 AM,,K.I.M,45,
Manhattan,Martin Luther King Plgd,10/10/2023 06:00:00 PM,,K.I.M,40,
Bronx,Bronx Park,09/27/2023 10:00:00 AM,,K.I.M,37,
Brooklyn,Sternberg Park,06/21/2022 10:00:00 AM,,K.I.M,80,
Manhattan,Columbus Park,07/26/2023 06:00:00 PM,,K.I.M,1150,
Manhattan,J. Hood Wright Park,05/19/2022 06:00:00 PM,,K.I.M,65,
Bronx,Soundview Park,07/31/2024 11:26:00 AM,,K.I.M,43,
Bronx,Al Quinones Playground,07/20/2024 11:26:00 AM,,K.I.M,150,
Manhattan,Little Flower Playground,07/19/2022 06:00:00 PM,,K.I.M,290,
Staten Island,Rev. Dr. Maggie Howard Playground,09/08/2022 10:00:00 AM,,K.I.M,60,
Brooklyn,Dyker Beach Park,08/23/2022 10:00:00 AM,,K.I.M,36,
Queens,Bayswater Park,07/09/2022 06:00:00 PM,,K.I.M,54,
Manhattan,J. Hood Wright Park,07/15/2023 06:00:00 PM,,K.I.M,100,
Queens,Rockaway Beach and Boardwalk,08/20/2024 06:00:00 PM,,K.I.M,53,
Brooklyn,Hamilton Metz Field,07/30/2022 10:00:00 AM,,K.I.M,5,
Queens,Bowne Playground,08/15/2023 06:00:00 PM,,K.I.M,155,
Queens,Helen Marshall Playground,07/20/2022 05:00:00 PM,,K.I.M,31,
Manhattan,Columbus Park,06/08/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Flushing Meadows Corona Park,06/09/2023 06:00:00 PM,,K.I.M,0,Called Out
Queens,Gorman Playground,08/30/2022 06:00:00 PM,,K.I.M,21,
Queens,Helen Marshall Playground,06/29/2024 06:00:00 PM,,K.I.M,0,Called Out
Queens,Astoria Park,09/15/2022 05:07:00 PM,,K.I.M,70,
Bronx,Williamsbridge Oval Park,06/11/2024 04:00:00 PM,Flag Football,S.S.E,8,Bad Weather
Queens,Torsney Playground,07/19/2023 06:00:00 PM,,K.I.M,76,
Manhattan,Bloomingdale Playground,07/07/2022 06:00:00 PM,,K.I.M,0,No Attendance
Brooklyn,Marion Hopkinson Playground,06/29/2023 10:00:00 AM,,K.I.M,68,
Manhattan,St. Catherine's Park,07/19/2023 06:30:00 PM,,K.I.M,730,
Brooklyn,Marion Hopkinson Playground,05/31/2023 12:00:00 AM,,K.I.M,10,
Manhattan,Langston Hughes Playground,08/10/2022 06:00:00 PM,,K.I.M,400,
Staten Island,DeMatti Park Fieldhouse,05/26/2022 10:00:00 AM,,K.I.M,40,
Brooklyn,Hamilton Metz Field,04/30/2024 09:59:00 AM,,K.I.M,44,
Queens,Bowne Playground,07/30/2022 10:18:00 AM,,K.I.M,0,Detailed to Event
Bronx,Al Quinones Playground,07/07/2022 06:00:00 PM,,K.I.M,110,
